Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE

Paraguay,Region of the Americas of WHO,Temperate South America,2017,1,2017-01-02,2017-01-08,,57,0,0,1,,0,1,0,0,2,2,3,54,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,2,2017-01-09,2017-01-15,,58,0,0,1,,0,1,0,0,0,0,1,57,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,3,2017-01-16,2017-01-22,,37,0,0,0,,0,0,0,0,1,1,1,36,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,4,2017-01-23,2017-01-29,,49,0,0,0,,0,0,0,0,2,2,2,47,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,5,2017-01-30,2017-02-05,,43,0,0,2,,0,2,0,0,0,0,2,41,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,6,2017-02-06,2017-02-12,,33,0,0,0,,0,0,0,0,1,1,1,32,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,7,2017-02-13,2017-02-19,,49,0,0,0,,0,0,0,0,2,2,2,47,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,8,2017-02-20,2017-02-26,,23,0,0,0,,0,0,0,0,0,0,0,23,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,9,2017-02-27,2017-03-05,,41,0,0,1,,0,1,0,0,1,1,2,39,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,10,2017-03-06,2017-03-12,,52,0,0,2,,0,2,0,0,0,0,2,50,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,11,2017-03-13,2017-03-19,,67,0,0,3,,0,3,0,0,2,2,5,62,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,12,2017-03-20,2017-03-26,,118,0,0,4,,0,4,0,0,1,1,5,113,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,13,2017-03-27,2017-04-02,,125,0,0,10,,0,10,0,0,2,2,12,113,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,14,2017-04-03,2017-04-09,,123,0,0,9,,0,9,0,0,1,1,10,113,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,15,2017-04-10,2017-04-16,,122,0,0,9,,0,9,0,0,3,3,12,110,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,16,2017-04-17,2017-04-23,,168,0,0,25,,0,25,0,0,2,2,27,141,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,17,2017-04-24,2017-04-30,,180,0,0,25,,0,25,0,0,2,2,27,153,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,18,2017-05-01,2017-05-07,,220,0,0,46,,0,46,0,0,6,6,52,168,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,19,2017-05-08,2017-05-14,,202,0,0,57,,0,57,0,0,22,22,79,123,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,20,2017-05-15,2017-05-21,,250,0,0,83,,0,83,0,0,5,5,88,162,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,21,2017-05-22,2017-05-28,,248,0,0,88,,0,88,0,0,8,8,96,152,No Report

Paraguay,Region of the Americas of WHO,Temperate South America,2017,22,2017-05-29,2017-06-04,,221,0,0,55,,0,55,0,0,5,5,60,161,No Report

