,Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
711,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,34,2007-08-20,2007-08-26,,44.0,,,1.0,,7.0,8.0,,,1.0,1.0,9.0,,Regional Outbreak
712,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,35,2007-08-27,2007-09-02,,43.0,3.0,,0.0,,5.0,8.0,,,5.0,5.0,13.0,,Regional Outbreak
713,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,36,2007-09-03,2007-09-09,,40.0,0.0,,1.0,,3.0,4.0,,,5.0,5.0,9.0,,Local Outbreak
714,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,37,2007-09-10,2007-09-16,,36.0,3.0,,2.0,,7.0,12.0,,,10.0,10.0,22.0,,Regional Outbreak
715,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,38,2007-09-17,2007-09-23,,13.0,,,,,5.0,5.0,,,2.0,2.0,7.0,,Sporadic
716,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,39,2007-09-24,2007-09-30,,15.0,,,,,1.0,1.0,,,5.0,5.0,6.0,,Local Outbreak
717,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,40,2007-10-01,2007-10-07,,,,,,,,,,,,,,,No Report
718,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,41,2007-10-08,2007-10-14,,,,,,,,,,,,,,,No Report
719,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,42,2007-10-15,2007-10-21,,,,,,,,,,,,,,,No Report
720,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,43,2007-10-22,2007-10-28,,,,,,,,,,,,,,,No Report
721,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,44,2007-10-29,2007-11-04,,,,,,,,,,,,,,,No Report
722,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,45,2007-11-05,2007-11-11,,,,,,,,,,,,,,,No Report
723,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,46,2007-11-12,2007-11-18,,,,,,,,,,,,,,,No Report
724,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,47,2007-11-19,2007-11-25,,,,,,,,,,,,,,,No Report
725,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,48,2007-11-26,2007-12-02,,,,,,,,,,,,,,,No Report
726,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,49,2007-12-03,2007-12-09,,,,,,,,,,,,,,,No Report
727,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,50,2007-12-10,2007-12-16,,,,,,,,,,,,,,,No Report
728,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,51,2007-12-17,2007-12-23,,,,,,,,,,,,,,,No Report
729,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2007,52,2007-12-24,2007-12-30,,,,,,,,,,,,,,,No Report
730,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2008,1,2007-12-31,2008-01-06,,,,,,,,,,,,,,,No Report
731,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2008,2,2008-01-07,2008-01-13,,,,,,,,,,,,,,,No Report
732,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2008,3,2008-01-14,2008-01-20,,,,,,,,,,,,,,,No Report
733,New Zealand,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2008,4,2008-01-21,2008-01-27,,,,,,,,,,,,,,,No Report
