Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,1,2014-12-29,2015-01-04,4,3,0,0,1,0,0,1,0,0,0,0,1,2,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,2,2015-01-05,2015-01-11,7,6,0,0,3,0,0,3,0,0,0,0,3,3,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,3,2015-01-12,2015-01-18,4,4,0,0,1,0,0,1,0,0,0,0,1,3,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,4,2015-01-19,2015-01-25,4,3,0,0,0,0,0,0,0,0,0,0,0,3,No Activity

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,5,2015-01-26,2015-02-01,5,5,0,0,0,0,0,0,0,0,0,0,0,5,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,6,2015-02-02,2015-02-08,6,6,0,0,0,0,0,0,0,0,1,1,1,5,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,7,2015-02-09,2015-02-15,5,4,0,0,0,0,0,0,0,0,0,0,0,4,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,8,2015-02-16,2015-02-22,14,13,0,0,0,0,0,0,0,0,0,0,0,13,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,9,2015-02-23,2015-03-01,10,9,0,0,0,0,0,0,0,0,0,0,0,9,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,10,2015-03-02,2015-03-08,12,12,0,0,0,0,0,0,0,0,0,0,0,12,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,11,2015-03-09,2015-03-15,16,15,0,0,0,0,0,0,0,0,0,0,0,15,No Activity

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,12,2015-03-16,2015-03-22,30,28,0,0,2,0,0,2,0,0,0,0,2,26,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,13,2015-03-23,2015-03-29,20,20,0,0,0,0,0,0,0,0,0,0,0,20,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,14,2015-03-30,2015-04-05,12,10,0,0,0,0,0,0,0,0,0,0,0,10,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,15,2015-04-06,2015-04-12,12,12,0,0,0,0,0,0,0,0,0,0,0,12,No Activity

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,16,2015-04-13,2015-04-19,6,6,0,0,0,0,0,0,0,0,0,0,0,6,No Activity

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,17,2015-04-20,2015-04-26,9,9,0,0,2,0,0,2,0,0,0,0,2,7,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,18,2015-04-27,2015-05-03,9,8,0,0,2,0,0,2,0,0,0,0,2,6,Sporadic

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,19,2015-05-04,2015-05-10,10,9,0,0,0,0,0,0,0,0,0,0,0,9,No Activity

Venezuela (Bolivarian Republic of),Region of the Americas of WHO,Tropical South America,2015,20,2015-05-11,2015-05-17,11,11,0,0,0,0,0,0,0,0,0,0,0,11,No Activity

